Level	Rule Name	Subject	Property	Value
WARN	duplicate_exact_synonym	obo:VBO_0004328	oboInOwl:hasExactSynonym	Zébu Peul Soudanais
WARN	duplicate_exact_synonym	obo:VBO_0004331	oboInOwl:hasExactSynonym	Zébu Peul Soudanais
WARN	duplicate_exact_synonym	obo:VBO_0013908	oboInOwl:hasExactSynonym	Zwergschecken
WARN	duplicate_exact_synonym	obo:VBO_0014040	oboInOwl:hasExactSynonym	Zwergschecken
WARN	duplicate_exact_synonym	obo:VBO_0007025	oboInOwl:hasExactSynonym	Zwerg-Yokohama
WARN	duplicate_exact_synonym	obo:VBO_0007520	oboInOwl:hasExactSynonym	Zwerg-Yokohama
WARN	duplicate_exact_synonym	obo:VBO_0007021	oboInOwl:hasExactSynonym	Zwerg-Sussex
WARN	duplicate_exact_synonym	obo:VBO_0007517	oboInOwl:hasExactSynonym	Zwerg-Sussex
WARN	duplicate_exact_synonym	obo:VBO_0007010	oboInOwl:hasExactSynonym	Zwerg-Phönix
WARN	duplicate_exact_synonym	obo:VBO_0007514	oboInOwl:hasExactSynonym	Zwerg-Phönix
WARN	duplicate_exact_synonym	obo:VBO_0006994	oboInOwl:hasExactSynonym	Zwerg-Kraienköppe
WARN	duplicate_exact_synonym	obo:VBO_0007509	oboInOwl:hasExactSynonym	Zwerg-Kraienköppe
WARN	duplicate_exact_synonym	obo:VBO_0006986	oboInOwl:hasExactSynonym	Zwerg-Hamburger
WARN	duplicate_exact_synonym	obo:VBO_0007508	oboInOwl:hasExactSynonym	Zwerg-Hamburger
WARN	duplicate_exact_synonym	obo:VBO_0006977	oboInOwl:hasExactSynonym	Zwerg-Cochin
WARN	duplicate_exact_synonym	obo:VBO_0007506	oboInOwl:hasExactSynonym	Zwerg-Cochin
WARN	duplicate_exact_synonym	obo:VBO_0006974	oboInOwl:hasExactSynonym	Zwerg-Brahma
WARN	duplicate_exact_synonym	obo:VBO_0007505	oboInOwl:hasExactSynonym	Zwerg-Brahma
WARN	duplicate_exact_synonym	obo:VBO_0006972	oboInOwl:hasExactSynonym	Zwerg-Barnevelder
WARN	duplicate_exact_synonym	obo:VBO_0007504	oboInOwl:hasExactSynonym	Zwerg-Barnevelder
WARN	duplicate_exact_synonym	obo:VBO_0000438	oboInOwl:hasExactSynonym	Zwerg Zebu
WARN	duplicate_exact_synonym	obo:VBO_0004357	oboInOwl:hasExactSynonym	Zwerg Zebu
WARN	duplicate_exact_synonym	obo:VBO_0004649	oboInOwl:hasExactSynonym	Zwerg Zebu
WARN	duplicate_exact_synonym	obo:VBO_0004225	oboInOwl:hasExactSynonym	Zweeds Roodbont
WARN	duplicate_exact_synonym	obo:VBO_0004228	oboInOwl:hasExactSynonym	Zweeds Roodbont
WARN	duplicate_exact_synonym	obo:VBO_0001694	oboInOwl:hasExactSynonym	Zwartbles
WARN	duplicate_exact_synonym	obo:VBO_0015570	oboInOwl:hasExactSynonym	Zwartbles
WARN	duplicate_exact_synonym	obo:VBO_0015571	oboInOwl:hasExactSynonym	Zwartbles
WARN	duplicate_exact_synonym	obo:VBO_0015573	oboInOwl:hasExactSynonym	Zwartbles
WARN	duplicate_exact_synonym	obo:VBO_0015574	oboInOwl:hasExactSynonym	Zwartbles
WARN	duplicate_exact_synonym	obo:VBO_0015575	oboInOwl:hasExactSynonym	Zwartbles
WARN	duplicate_exact_synonym	obo:VBO_0003719	oboInOwl:hasExactSynonym	Zulu
WARN	duplicate_exact_synonym	obo:VBO_0003721	oboInOwl:hasExactSynonym	Zulu
WARN	duplicate_exact_synonym	obo:VBO_0003722	oboInOwl:hasExactSynonym	Zulu
WARN	duplicate_exact_synonym	obo:VBO_0014983	oboInOwl:hasExactSynonym	Zulu
WARN	duplicate_exact_synonym	obo:VBO_0014984	oboInOwl:hasExactSynonym	Zulu
WARN	duplicate_exact_synonym	obo:VBO_0014985	oboInOwl:hasExactSynonym	Zulu
WARN	duplicate_exact_synonym	obo:VBO_0001693	oboInOwl:hasExactSynonym	Zom
WARN	duplicate_exact_synonym	obo:VBO_0015569	oboInOwl:hasExactSynonym	Zom
WARN	duplicate_exact_synonym	obo:VBO_0001215	oboInOwl:hasExactSynonym	Zlotniki White
WARN	duplicate_exact_synonym	obo:VBO_0012682	oboInOwl:hasExactSynonym	Zlotniki White
WARN	duplicate_exact_synonym	obo:VBO_0001214	oboInOwl:hasExactSynonym	Zlotniki Spotted
WARN	duplicate_exact_synonym	obo:VBO_0012681	oboInOwl:hasExactSynonym	Zlotniki Spotted
WARN	duplicate_exact_synonym	obo:VBO_0004587	oboInOwl:hasExactSynonym	Zhaotong
WARN	duplicate_exact_synonym	obo:VBO_0009467	oboInOwl:hasExactSynonym	Zhaotong
WARN	duplicate_exact_synonym	obo:VBO_0015776	oboInOwl:hasExactSynonym	Zhaotong
WARN	duplicate_exact_synonym	obo:VBO_0001691	oboInOwl:hasExactSynonym	Zetska zuja
WARN	duplicate_exact_synonym	obo:VBO_0015567	oboInOwl:hasExactSynonym	Zetska zuja
WARN	duplicate_exact_synonym	obo:VBO_0016137	oboInOwl:hasExactSynonym	Zerasca
WARN	duplicate_exact_synonym	obo:VBO_0016160	oboInOwl:hasExactSynonym	Zerasca
WARN	duplicate_exact_synonym	obo:VBO_0004402	oboInOwl:hasExactSynonym	Zebu
WARN	duplicate_exact_synonym	obo:VBO_0004673	oboInOwl:hasExactSynonym	Zebu
WARN	duplicate_exact_synonym	obo:VBO_0004823	oboInOwl:hasExactSynonym	Zebu
WARN	duplicate_exact_synonym	obo:VBO_0004839	oboInOwl:hasExactSynonym	Zebu
WARN	duplicate_exact_synonym	obo:VBO_0005025	oboInOwl:hasExactSynonym	Zebu
WARN	duplicate_exact_synonym	obo:VBO_0005115	oboInOwl:hasExactSynonym	Zebu
WARN	duplicate_exact_synonym	obo:VBO_0005184	oboInOwl:hasExactSynonym	Zebu
WARN	duplicate_exact_synonym	obo:VBO_0005236	oboInOwl:hasExactSynonym	Zebu
WARN	duplicate_exact_synonym	obo:VBO_0009408	oboInOwl:hasExactSynonym	Zebu
WARN	duplicate_exact_synonym	obo:VBO_0000088	oboInOwl:hasExactSynonym	Zavot
WARN	duplicate_exact_synonym	obo:VBO_0002140	oboInOwl:hasExactSynonym	Zavot
WARN	duplicate_exact_synonym	obo:VBO_0001829	oboInOwl:hasExactSynonym	Zamorana
WARN	duplicate_exact_synonym	obo:VBO_0004037	oboInOwl:hasExactSynonym	Zamorana
WARN	duplicate_exact_synonym	obo:VBO_0009137	oboInOwl:hasExactSynonym	Zaanen
WARN	duplicate_exact_synonym	obo:VBO_0009140	oboInOwl:hasExactSynonym	Zaanen
WARN	duplicate_exact_synonym	obo:VBO_0000436	oboInOwl:hasExactSynonym	Yurino
WARN	duplicate_exact_synonym	obo:VBO_0004355	oboInOwl:hasExactSynonym	Yurino
WARN	duplicate_exact_synonym	obo:VBO_0001690	oboInOwl:hasExactSynonym	Yugoslav Zackel
WARN	duplicate_exact_synonym	obo:VBO_0015560	oboInOwl:hasExactSynonym	Yugoslav Zackel
WARN	duplicate_exact_synonym	obo:VBO_0015561	oboInOwl:hasExactSynonym	Yugoslav Zackel
WARN	duplicate_exact_synonym	obo:VBO_0015564	oboInOwl:hasExactSynonym	Yugoslav Zackel
WARN	duplicate_exact_synonym	obo:VBO_0015565	oboInOwl:hasExactSynonym	Yugoslav Zackel
WARN	duplicate_exact_synonym	obo:VBO_0016508	oboInOwl:hasExactSynonym	Yugoslav Zackel
WARN	duplicate_exact_synonym	obo:VBO_0001212	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0004791	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012370	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012374	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012378	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012381	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012382	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012385	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012388	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012390	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012395	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012396	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012398	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012403	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012404	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012406	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012408	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012412	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012416	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012418	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012420	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012423	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012424	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012431	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012436	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012437	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012443	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012446	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012447	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012448	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012449	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012451	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012454	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012459	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012466	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012467	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012474	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012477	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012479	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012483	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012487	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012489	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012495	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012500	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0012501	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0013075	oboInOwl:hasExactSynonym	Yorkshire
WARN	duplicate_exact_synonym	obo:VBO_0000435	oboInOwl:hasExactSynonym	Yola
WARN	duplicate_exact_synonym	obo:VBO_0004353	oboInOwl:hasExactSynonym	Yola
WARN	duplicate_exact_synonym	obo:VBO_0004354	oboInOwl:hasExactSynonym	Yola
WARN	duplicate_exact_synonym	obo:VBO_0006202	oboInOwl:hasExactSynonym	Yokohama
WARN	duplicate_exact_synonym	obo:VBO_0006203	oboInOwl:hasExactSynonym	Yokohama
WARN	duplicate_exact_synonym	obo:VBO_0006204	oboInOwl:hasExactSynonym	Yokohama
WARN	duplicate_exact_synonym	obo:VBO_0006205	oboInOwl:hasExactSynonym	Yokohama
WARN	duplicate_exact_synonym	obo:VBO_0006557	oboInOwl:hasExactSynonym	Yokohama
WARN	duplicate_exact_synonym	obo:VBO_0006964	oboInOwl:hasExactSynonym	Yokohama
WARN	duplicate_exact_synonym	obo:VBO_0009465	oboInOwl:hasExactSynonym	Yimeng Black
WARN	duplicate_exact_synonym	obo:VBO_0012881	oboInOwl:hasExactSynonym	Yimeng Black
WARN	duplicate_exact_synonym	obo:VBO_0000857	oboInOwl:hasExactSynonym	Yeomso
WARN	duplicate_exact_synonym	obo:VBO_0009686	oboInOwl:hasExactSynonym	Yeomso
WARN	duplicate_exact_synonym	obo:VBO_0014184	oboInOwl:hasExactSynonym	Yazda
WARN	duplicate_exact_synonym	obo:VBO_0014185	oboInOwl:hasExactSynonym	Yazda
WARN	duplicate_exact_synonym	obo:VBO_0014186	oboInOwl:hasExactSynonym	Yazda
WARN	duplicate_exact_synonym	obo:VBO_0000434	oboInOwl:hasExactSynonym	Yaroslavl
WARN	duplicate_exact_synonym	obo:VBO_0004352	oboInOwl:hasExactSynonym	Yaroslavl
WARN	duplicate_exact_synonym	obo:VBO_0006963	oboInOwl:hasExactSynonym	Yamato
WARN	duplicate_exact_synonym	obo:VBO_0007237	oboInOwl:hasExactSynonym	Yamato
WARN	duplicate_exact_synonym	obo:VBO_0000433	oboInOwl:hasExactSynonym	Yakut
WARN	duplicate_exact_synonym	obo:VBO_0004351	oboInOwl:hasExactSynonym	Yakut
WARN	duplicate_exact_synonym	obo:VBO_0011751	oboInOwl:hasExactSynonym	Yakut
WARN	duplicate_exact_synonym	obo:VBO_0004337	oboInOwl:hasExactSynonym	Yakanaji
WARN	duplicate_exact_synonym	obo:VBO_0004338	oboInOwl:hasExactSynonym	Yakanaji
WARN	duplicate_exact_synonym	obo:VBO_0004340	oboInOwl:hasExactSynonym	Yakanaji
WARN	duplicate_exact_synonym	obo:VBO_0001722	oboInOwl:hasExactSynonym	Yak
WARN	duplicate_exact_synonym	obo:VBO_0004822	oboInOwl:hasExactSynonym	Yak
WARN	duplicate_exact_synonym	obo:VBO_0016813	oboInOwl:hasExactSynonym	Yak
WARN	duplicate_exact_synonym	obo:VBO_0016814	oboInOwl:hasExactSynonym	Yak
WARN	duplicate_exact_synonym	obo:VBO_0016834	oboInOwl:hasExactSynonym	Yak
WARN	duplicate_exact_synonym	obo:VBO_0016839	oboInOwl:hasExactSynonym	Yak
WARN	duplicate_exact_synonym	obo:VBO_0016840	oboInOwl:hasExactSynonym	Yak
WARN	duplicate_exact_synonym	obo:VBO_0016841	oboInOwl:hasExactSynonym	Yak
WARN	duplicate_exact_synonym	obo:VBO_0016842	oboInOwl:hasExactSynonym	Yak
WARN	duplicate_exact_synonym	obo:VBO_0016843	oboInOwl:hasExactSynonym	Yak
WARN	duplicate_exact_synonym	obo:VBO_0000432	oboInOwl:hasExactSynonym	Yacumeño
WARN	duplicate_exact_synonym	obo:VBO_0004350	oboInOwl:hasExactSynonym	Yacumeño
WARN	duplicate_exact_synonym	obo:VBO_0001095	oboInOwl:hasExactSynonym	Yabu
WARN	duplicate_exact_synonym	obo:VBO_0011144	oboInOwl:hasExactSynonym	Yabu
WARN	duplicate_exact_synonym	obo:VBO_0011145	oboInOwl:hasExactSynonym	Yabu
WARN	duplicate_exact_synonym	obo:VBO_0001814	oboInOwl:hasExactSynonym	Xinjiang
WARN	duplicate_exact_synonym	obo:VBO_0009457	oboInOwl:hasExactSynonym	Xinjiang
WARN	duplicate_exact_synonym	obo:VBO_0016830	oboInOwl:hasExactSynonym	Xinjiang
WARN	duplicate_exact_synonym	obo:VBO_0000648	oboInOwl:hasExactSynonym	Wyandotte White
WARN	duplicate_exact_synonym	obo:VBO_0006520	oboInOwl:hasExactSynonym	Wyandotte White
WARN	duplicate_exact_synonym	obo:VBO_0006522	oboInOwl:hasExactSynonym	Wyandotte White
WARN	duplicate_exact_synonym	obo:VBO_0000647	oboInOwl:hasExactSynonym	Wyandotte
WARN	duplicate_exact_synonym	obo:VBO_0006510	oboInOwl:hasExactSynonym	Wyandotte
WARN	duplicate_exact_synonym	obo:VBO_0006511	oboInOwl:hasExactSynonym	Wyandotte
WARN	duplicate_exact_synonym	obo:VBO_0006512	oboInOwl:hasExactSynonym	Wyandotte
WARN	duplicate_exact_synonym	obo:VBO_0006513	oboInOwl:hasExactSynonym	Wyandotte
WARN	duplicate_exact_synonym	obo:VBO_0006514	oboInOwl:hasExactSynonym	Wyandotte
WARN	duplicate_exact_synonym	obo:VBO_0006515	oboInOwl:hasExactSynonym	Wyandotte
WARN	duplicate_exact_synonym	obo:VBO_0006516	oboInOwl:hasExactSynonym	Wyandotte
WARN	duplicate_exact_synonym	obo:VBO_0006517	oboInOwl:hasExactSynonym	Wyandotte
WARN	duplicate_exact_synonym	obo:VBO_0006519	oboInOwl:hasExactSynonym	Wyandotte
WARN	duplicate_exact_synonym	obo:VBO_0007501	oboInOwl:hasExactSynonym	Wyandotte
WARN	duplicate_exact_synonym	obo:VBO_0009451	oboInOwl:hasExactSynonym	Wu'an
WARN	duplicate_exact_synonym	obo:VBO_0009455	oboInOwl:hasExactSynonym	Wu'an
WARN	duplicate_exact_synonym	obo:VBO_0015310	oboInOwl:hasExactSynonym	Woloschian
WARN	duplicate_exact_synonym	obo:VBO_0015311	oboInOwl:hasExactSynonym	Woloschian
WARN	duplicate_exact_synonym	obo:VBO_0011973	oboInOwl:hasExactSynonym	Woburn
WARN	duplicate_exact_synonym	obo:VBO_0011974	oboInOwl:hasExactSynonym	Woburn
WARN	duplicate_exact_synonym	obo:VBO_0001688	oboInOwl:hasExactSynonym	Wiltshire Horn
WARN	duplicate_exact_synonym	obo:VBO_0015545	oboInOwl:hasExactSynonym	Wiltshire Horn
WARN	duplicate_exact_synonym	obo:VBO_0015546	oboInOwl:hasExactSynonym	Wiltshire Horn
WARN	duplicate_exact_synonym	obo:VBO_0015547	oboInOwl:hasExactSynonym	Wiltshire Horn
WARN	duplicate_exact_synonym	obo:VBO_0015548	oboInOwl:hasExactSynonym	Wiltshire Horn
WARN	duplicate_exact_synonym	obo:VBO_0015549	oboInOwl:hasExactSynonym	Wiltshire Horn
WARN	duplicate_exact_synonym	obo:VBO_0015550	oboInOwl:hasExactSynonym	Wiltshire Horn
WARN	duplicate_exact_synonym	obo:VBO_0015551	oboInOwl:hasExactSynonym	Wiltshire Horn
WARN	duplicate_exact_synonym	obo:VBO_0015553	oboInOwl:hasExactSynonym	Wiltshire Horn
WARN	duplicate_exact_synonym	obo:VBO_0015554	oboInOwl:hasExactSynonym	Wiltshire Horn
WARN	duplicate_exact_synonym	obo:VBO_0015555	oboInOwl:hasExactSynonym	Wiltshire Horn
WARN	duplicate_exact_synonym	obo:VBO_0015557	oboInOwl:hasExactSynonym	Wiltshire Horn
WARN	duplicate_exact_synonym	obo:VBO_0015549	oboInOwl:hasExactSynonym	Wiltshire
WARN	duplicate_exact_synonym	obo:VBO_0015552	oboInOwl:hasExactSynonym	Wiltshire
WARN	duplicate_exact_synonym	obo:VBO_0000086	oboInOwl:hasExactSynonym	Wild Water Buffalo
WARN	duplicate_exact_synonym	obo:VBO_0002026	oboInOwl:hasExactSynonym	Wild Water Buffalo
WARN	duplicate_exact_synonym	obo:VBO_0011970	oboInOwl:hasExactSynonym	Wild pig
WARN	duplicate_exact_synonym	obo:VBO_0012640	oboInOwl:hasExactSynonym	Wild pig
WARN	duplicate_exact_synonym	obo:VBO_0013187	oboInOwl:hasExactSynonym	Wild pig
WARN	duplicate_exact_synonym	obo:VBO_0000714	oboInOwl:hasExactSynonym	Wild duck
WARN	duplicate_exact_synonym	obo:VBO_0008346	oboInOwl:hasExactSynonym	Wild duck
WARN	duplicate_exact_synonym	obo:VBO_0001687	oboInOwl:hasExactSynonym	Wielkopolska
WARN	duplicate_exact_synonym	obo:VBO_0015544	oboInOwl:hasExactSynonym	Wielkopolska
WARN	duplicate_exact_synonym	obo:VBO_0001686	oboInOwl:hasExactSynonym	Wicklow Cheviot
WARN	duplicate_exact_synonym	obo:VBO_0015543	oboInOwl:hasExactSynonym	Wicklow Cheviot
WARN	duplicate_exact_synonym	obo:VBO_0001685	oboInOwl:hasExactSynonym	Whitefaced Woodland
WARN	duplicate_exact_synonym	obo:VBO_0015542	oboInOwl:hasExactSynonym	Whitefaced Woodland
WARN	duplicate_exact_synonym	obo:VBO_0000431	oboInOwl:hasExactSynonym	Whitebred Shorthorn
WARN	duplicate_exact_synonym	obo:VBO_0004349	oboInOwl:hasExactSynonym	Whitebred Shorthorn
WARN	duplicate_exact_synonym	obo:VBO_0004648	oboInOwl:hasExactSynonym	Whitebred Shorthorn
WARN	duplicate_exact_synonym	obo:VBO_0015304	oboInOwl:hasExactSynonym	White Virgin Islander
WARN	duplicate_exact_synonym	obo:VBO_0015305	oboInOwl:hasExactSynonym	White Virgin Islander
WARN	duplicate_exact_synonym	obo:VBO_0000856	oboInOwl:hasExactSynonym	White Shorthaired Goat
